Time, ID, Lat, Lon, Alt, #WiFi networks, SSID1, MAC1, Frequency1, Signal1, SSID2, MAC2, Frequency2, Signal2, SSID3, MAC3, Frequency3, Signal3, SSID4, MAC4, Frequency4, Signal4, SSID5, MAC5, Frequency5, Signal5, SSID6, MAC6, Frequency6, Signal6, SSID7, MAC7, Frequency7, Signal7, SSID8, MAC8, Frequency8, Signal8, SSID9, MAC9, Frequency9, Signal9, SSID10, MAC10, Frequency10, Signal10, 
2017-11-02 08:42:38,model=LG-D855,32.10291601,35.19851196,670.0,1,,00:02:6f:8e:64:67,1.0,-86.0
2017-11-02 08:42:44,model=LG-D855,32.10292309,35.19847713,688.0,1,PasNET 5G,f8:e9:03:0e:9a:d4,60.0,-89.0
2017-11-02 08:42:48,model=LG-D855,32.10293911,35.19861672,648.0,7,dana,04:a1:51:c4:5d:50,1.0,-72.0,PASNET 2.4G,f8:e9:03:0e:9a:d3,9.0,-74.0,PasNET 5G,f8:e9:03:0e:9a:d4,60.0,-83.0,DIRECT-2OEVGENIAmsWQ,22:16:d8:b9:f9:9a,6.0,-74.0,No Free WiFi For You_5,c4:12:f5:84:74:ea,48.0,-84.0,hanid_2.4_5,3c:1e:04:09:2e:bd,48.0,-88.0,MyNet_BB_5,e8:fc:af:9d:c5:87,60.0,-88.0
2017-11-02 08:42:50,model=LG-D855,32.10309342,35.19875206,640.0,10,dana,04:a1:51:c4:5d:50,1.0,-66.0,BUFU,60:e3:27:a7:6f:3a,2.0,-71.0,Oshritel7,e4:6f:13:72:42:9a,11.0,-74.0,BezeqFree,6a:12:f5:84:6d:10,3.0,-77.0,No Free WiFi For You,c4:12:f5:84:74:eb,5.0,-77.0,Ira1,c4:12:f5:84:6d:13,3.0,-79.0,Nezeq_benleumi,20:4e:7f:23:f5:13,11.0,-79.0,AEH-W4A1-b0411d259543,b0:41:1d:25:95:43,5.0,-85.0,Bezeq Free,62:12:f5:84:74:e8,5.0,-76.0,GOLAN T,42502_811_3868449,0.0,-113.0
2017-11-02 08:42:52,model=LG-D855,32.10329534,35.19879883,641.0,5,Dana_2.4,10:5a:f7:0f:10:a1,1.0,-63.0,Aliza,7c:b7:33:2b:fa:df,1.0,-77.0,nnw2,c8:be:19:09:66:11,9.0,-82.0,vera215,48:ee:0c:3d:46:cd,9.0,-85.0,BorisMil,74:44:01:53:a8:16,11.0,-82.0
2017-11-02 08:42:54,model=LG-D855,32.10350341,35.1988286,635.0,10,nnw,f0:b4:29:d8:9b:6a,4.0,-73.0,vera215,48:ee:0c:3d:46:cd,9.0,-78.0,TP-LINK_133A,30:b5:c2:6d:13:3a,6.0,-76.0,BezeqFree,62:ee:0c:3d:46:ce,9.0,-77.0,BezeqFree,06:ae:db:c0:ed:05,6.0,-78.0,nnw,f0:b4:29:d8:9b:6b,36.0,-85.0,HOTBOX-C580,c0:ac:54:f6:1c:5c,11.0,-81.0,sandra,14:ae:db:c0:ed:05,6.0,-81.0,why-fi,10:be:f5:3a:61:7a,1.0,-82.0,galruach,d0:0f:6d:c2:18:9b,7.0,-82.0
2017-11-02 08:42:56,model=LG-D855,32.10371076,35.19879422,633.0,10,yaniv,80:26:89:1a:93:a1,3.0,-79.0,Hanasti,f8:e9:03:0e:33:0b,1.0,-81.0,yana2,4c:60:de:48:8d:d1,11.0,-79.0,Mana,a4:2b:8c:98:86:7a,11.0,-76.0,HOTBOX-7569,d4:7b:b0:79:75:6f,11.0,-79.0,solomon,14:ae:db:c7:fb:f5,6.0,-79.0,Valery,14:ae:db:42:14:55,6.0,-79.0,DworNet,14:ae:db:ca:ae:c2,2.0,-80.0,Bezeq Free CA167D,72:2b:8c:98:86:7b,11.0,-78.0,Bezeq Free A0005F,62:0c:c8:1a:d2:cb,11.0,-83.0
2017-11-02 08:42:58,model=LG-D855,32.10391144,35.19864281,633.0,10,HOTBOX-9F4A,08:6a:0a:22:9f:50,6.0,-83.0,Oleg,cc:b2:55:e9:61:3f,6.0,-78.0,yaroshevsky_2.4,14:ae:db:3e:b1:f2,10.0,-77.0,BEZEQINT-BD11,14:ae:db:55:bd:15,11.0,-79.0,kadmon,a0:ab:1b:63:0d:9c,2.0,-72.0,sinkel1,20:0c:c8:1a:d2:ca,11.0,-76.0,Bezeq Free A0005F,62:0c:c8:1a:d2:cb,11.0,-76.0,BezeqFree,06:ae:db:3a:e7:9d,11.0,-81.0,Marfino,14:ae:db:3a:e7:9d,11.0,-83.0,DIRECT-A6-HP OfficeJet Pro 6960,98:e7:f4:b5:61:a7,11.0,-85.0
2017-11-02 08:43:00,model=LG-D855,32.104072,35.19848482,633.0,9,hanid_2.4,3c:1e:04:09:2e:bc,6.0,-77.0,MyNet_BB_2.4,e8:fc:af:9d:c5:86,1.0,-75.0,PASNET 2.4G,f8:e9:03:0e:9a:d3,9.0,-78.0,PasNET 5G,f8:e9:03:0e:9a:d4,60.0,-87.0,MyNet_BB_5,e8:fc:af:9d:c5:87,60.0,-84.0,shlomit,14:ae:db:ce:5f:fd,6.0,-71.0,Valery,14:ae:db:42:14:55,6.0,-72.0,Lia,f4:f2:6d:6d:7e:f9,11.0,-81.0,,00:02:6f:8e:64:67,1.0,-84.0
2017-11-02 08:43:02,model=LG-D855,32.10419941,35.19829181,636.0,10,Oshritel7,e4:6f:13:72:42:9a,11.0,-79.0,Nezeq_benleumi,20:4e:7f:23:f5:13,11.0,-81.0,HP-Print-B4-Officejet 6700,fc:15:b4:63:92:b4,6.0,-73.0,Oleg,14:ae:db:cb:b6:45,11.0,-75.0,virus,b0:48:7a:a1:35:b6,1.0,-78.0,gertners,14:d6:4d:f4:52:b3,6.0,-82.0,MIS,d0:0f:6d:f0:dc:fb,9.0,-82.0,P4-79215UF_UF,88:28:b3:8a:21:5f,9.0,-83.0,Ovadiadavid,d0:d4:12:67:2d:ca,11.0,-83.0,GOLAN T,42502_811_3868449,0.0,-113.0
